date,open,high,low,close,volume,dividend,split
2012-12-12,108.74,108.9,108.67,108.9,46923,0,1
2012-12-13,108.8,108.8,108.31,108.47,53603,0,1
2012-12-14,108.41,108.62,108.41,108.43,51895,0,1
2012-12-17,108.51,108.51,108.37,108.37,52727,0,1
2012-12-18,108.26,108.28,108.04,108.04,61833,0,1
2012-12-20,107.93,108.22,107.93,108.02,59118,0,1
2012-12-21,107.98,108.29,107.86,108.19,66299,0,1
2012-12-24,108.13,108.29,107.91,107.91,63887,0,1
2012-12-26,107.96,107.96,107.52,107.63,61663,0,1
2012-12-27,107.67,107.97,107.66,107.91,64646,0,1
2012-12-28,107.9,108.66,107.89,108.38,47477,0,1
2013-01-02,108.2,108.23,107.85,108.12,51423,0,1
2013-01-03,107.9,109.04,107.88,108.62,68681,0,1
2013-01-04,108.53,108.91,108.07,108.67,56116,0,1
2013-01-07,108.57,108.99,108.57,108.99,59717,0,1
2013-01-08,108.99,109.58,108.99,109.52,60720,0,1
2013-01-09,109.52,109.63,109.37,109.45,65032,0,1
2013-01-10,109.46,109.81,109.46,109.75,47516,0,1
2013-01-11,109.51,109.96,109.09,109.61,62244,0,1
2013-01-14,109.48,109.8,109.46,109.6,52046,0,1
2013-01-15,109.68,109.88,109.63,109.86,45425,0,1
2013-01-16,109.8,109.88,109.66,109.76,44106,0,1
2013-01-17,109.66,110.29,109.66,109.99,57429,0,1
2013-01-18,109.81,109.92,109.68,109.75,44737,0,1
2013-01-21,109.87,109.93,109.7,109.75,48587,0,1
2013-01-22,109.65,109.95,109.65,109.8,51068,0,1
2013-01-23,109.76,109.93,109.64,109.91,38990,0,1
2013-01-24,110.01,110.07,109.89,109.97,45099,0,1
2013-01-25,109.91,110.11,109.86,110.09,44005,0,1
2013-01-28,109.86,109.98,109.68,109.68,61339,0,1
2013-01-29,109.76,109.77,109.29,109.59,84333,0,1
2013-01-30,109.2,109.27,108.99,109.04,69640,0,1
2013-01-31,109.06,109.24,108.9,109.08,64711,0,1
2013-02-01,109.09,109.13,108.8,108.86,67250,0,1
2013-02-04,108.72,109.05,108.51,109.05,59202,0,1
2013-02-05,109.19,109.39,109.16,109.31,63415,0,1
2013-02-06,109.21,109.43,109.11,109.42,81286,0,1
2013-02-07,109.56,109.68,109.46,109.46,64607,0,1
2013-02-08,109.56,109.58,109.43,109.52,53790,0,1
2013-02-12,109.63,109.73,109.57,109.71,43969,0,1
2013-02-13,109.62,109.66,109.28,109.32,44982,0,1
2013-02-14,109.14,109.69,109.04,109.23,66161,0,1
2013-02-15,109.23,109.4,109.22,109.32,54842,0,1
2013-02-18,109.47,109.61,109.41,109.45,59563,0,1
2013-02-19,109.51,109.86,109.5,109.86,73899,0,1
2013-02-20,109.87,109.88,109.58,109.68,55771,0,1
2013-02-21,109.75,110.06,109.75,109.99,68781,0,1
2013-02-22,110.08,110.08,109.78,109.91,58811,0,1
2013-02-25,109.93,110.06,109.91,109.96,41614,0,1
2013-02-26,110.26,110.47,110.17,110.42,56183,0,1
2013-02-27,110.41,110.82,110.39,110.79,57052,0,1
2013-02-28,110.75,110.83,110.51,110.68,62310,0,1
2013-03-04,110.79,110.79,110.61,110.71,45818,0,1
2013-03-05,110.64,110.85,110.57,110.85,45114,0,1
2013-03-06,110.71,110.84,110.63,110.63,55903,0,1
2013-03-07,110.59,110.66,110.29,110.29,64046,0,1
2013-03-08,110.11,110.39,110.11,110.3,73233,0,1
2013-03-11,110.15,110.23,109.94,110.23,79025,0,1
2013-03-12,110.29,110.74,110.29,110.64,67879,0,1
2013-03-13,110.73,110.78,110.52,110.52,54806,0,1
2013-03-14,110.53,110.9,110.45,110.61,63707,0,1
2013-03-15,110.63,110.94,110.54,110.86,52395,0,1
2013-03-18,111.03,111.27,111.03,111.21,49558,0,1
2013-03-19,111.16,111.34,111.01,111.31,63914,0,1
2013-03-20,111.11,111.24,110.92,111.08,96136,0,1
2013-03-21,110.9,111.14,110.81,111.09,81130,0,1
2013-03-22,111.21,111.33,111.19,111.33,62974,0,1
2013-03-25,111.23,111.4,111.19,111.22,65032,0,1
2013-03-26,111.34,111.38,111.16,111.26,76580,0,1
2013-03-27,111.27,111.37,111.22,111.37,39974,0,1
2013-03-28,111.71,112.62,111.68,112.62,81946,0,1
2013-03-29,112.66,112.68,111.91,112.01,56669,0,1
2013-04-01,111.82,112.27,111.62,111.91,66973,0,1
2013-04-02,111.94,112.06,111.86,111.96,61931,0,1
2013-04-03,111.93,112.27,111.89,112.15,61173,0,1
2013-04-04,112.49,112.49,112.06,112.06,57226,0,1
2013-04-05,112.26,112.43,112.16,112.43,55665,0,1
2013-04-08,112.43,112.73,112.32,112.35,66763,0,1
2013-04-09,112.39,112.44,112.08,112.08,54284,0,1
2013-04-10,112.12,112.28,112.05,112.2,43982,0,1
2013-04-11,112.01,112.08,110.91,111.07,59879,0,1
2013-04-12,110.76,110.8,110.35,110.56,57620,0,1
2013-04-15,110.62,110.75,110.5,110.69,62376,0,1
2013-04-16,111.02,111.7,111.02,111.31,81119,0,1
2013-04-17,111.2,111.54,111.2,111.33,76106,0,1
2013-04-18,111.49,111.79,111.48,111.78,62638,0,1
2013-04-19,111.78,111.9,111.65,111.68,57465,0,1
2013-04-22,111.71,111.82,111.65,111.65,52911,0,1
2013-04-23,111.64,112.02,111.59,111.84,75607,0,1
2013-04-24,112.02,112.05,111.72,111.91,72876,0,1
2013-04-25,111.9,112.3,111.79,112.19,85136,0,1
2013-04-26,112.21,112.63,112.16,112.46,72169,0,1
2013-04-29,112.65,112.91,112.42,112.42,52171,0,1
2013-04-30,112.81,112.95,112.65,112.79,81236,0,1
2013-05-02,113.46,113.55,113.19,113.23,64979,0,1
2013-05-03,113.41,113.42,113.14,113.14,65566,0,1
2013-05-06,112.71,112.9,112.38,112.47,71082,0,1
2013-05-07,112.48,112.83,112.33,112.56,75133,0,1
2013-05-08,112.6,112.7,112.14,112.36,90001,0,1
2013-05-09,112.57,113.23,112.15,112.15,81186,0,1
2013-05-10,112.01,112.09,111.72,111.89,58696,0,1
2013-05-13,111.47,111.71,111.38,111.71,51629,0,1
2013-05-14,111.84,112.02,111.82,111.83,52006,0,1
2013-05-15,111.58,111.78,111.45,111.78,62410,0,1
2013-05-16,111.71,111.75,111.57,111.72,38354,0,1
2013-05-20,111.54,111.54,111.31,111.36,53130,0,1
2013-05-21,111.45,111.53,111.29,111.36,44986,0,1
2013-05-22,111.46,111.52,111.18,111.23,50775,0,1
2013-05-23,110.7,111.25,110.54,111.25,85082,0,1
2013-05-24,111.01,111.49,110.86,111.2,66291,0,1
2013-05-27,111.39,111.54,111.24,111.36,65033,0,1
2013-05-28,111.29,111.4,111.14,111.14,62970,0,1
2013-05-29,110.57,110.61,109.73,110.11,88080,0,1
2013-05-30,109.92,110.31,109.92,110.03,60596,0,1
2013-05-31,110.01,110.06,109.33,109.36,62526,0,1
2013-06-03,109.48,109.56,109.33,109.51,43415,0,1
2013-06-04,109.52,109.71,109.32,109.32,65746,0,1
2013-06-05,108.98,109.18,108.89,108.93,67005,0,1
2013-06-07,109.21,109.38,109.15,109.38,48501,0,1
2013-06-10,108.99,109.14,108.58,109.14,74771,0,1
2013-06-11,109.03,109.19,108.62,108.62,78539,0,1
2013-06-12,108.73,108.92,107.56,107.56,93885,0,1
2013-06-13,107.56,108.29,107.29,108.17,81250,0,1
2013-06-14,108.65,108.88,108.39,108.81,79798,0,1
2013-06-17,108.81,109,108.2,108.2,72490,0,1
2013-06-18,108.1,109.3,108.07,109.15,67043,0,1
2013-06-19,109.15,109.46,108.8,108.8,75452,0,1
2013-06-20,107.38,107.75,106.75,107.15,70365,0,1
2013-06-21,106.62,106.81,105.6,105.6,62159,0,1
2013-06-24,105.49,105.95,104.56,104.65,56877,0,1
2013-06-25,105.51,105.67,105.07,105.53,55803,0,1
2013-06-26,104.75,106.64,104.75,106.3,56179,0,1
2013-06-27,107.05,107.3,106.65,106.65,53428,0,1
2013-06-28,107.24,107.58,106.89,107.2,59884,0,1
2013-07-01,107.02,107.45,106.06,106.2,45663,0,1
2013-07-02,106.65,107.19,106.25,106.88,47651,0,1
2013-07-03,107.15,107.43,106.41,106.75,45954,0,1
2013-07-04,106.51,106.7,106.35,106.67,35136,0,1
2013-07-05,106.75,106.8,105.98,106.26,40856,0,1
2013-07-08,104.16,105.35,104.15,105.35,43713,0,1
2013-07-09,105.35,105.8,105.35,105.5,38157,0,1
2013-07-10,105.48,106.47,105.36,106.05,44876,0,1
2013-07-11,107.05,107.75,106.87,107.75,47599,0,1
2013-07-12,107.69,108.02,107.34,107.52,42105,0,1
2013-07-15,107.45,107.74,106.85,106.85,41382,0,1
2013-07-16,107.05,107.29,106.81,106.88,34031,0,1
2013-07-17,107.08,107.08,106.57,106.66,30026,0,1
2013-07-18,107.15,107.43,107.06,107.24,32909,0,1
2013-07-19,106.94,107.44,106.87,107.15,26609,0,1
2013-07-22,107.31,107.46,107.05,107.25,37405,0,1
2013-07-23,107.38,107.58,107.1,107.25,35084,0,1
2013-07-24,107.15,107.25,106.96,107.06,27664,0,1
2013-07-25,106.45,106.54,106.2,106.25,31888,0,1
2013-07-26,106.39,106.58,106.17,106.35,23016,0,1
2013-07-29,106.43,106.94,106.43,106.94,19212,0,1
2013-07-30,106.61,106.99,106.49,106.81,37583,0,1
2013-07-31,106.71,106.85,106.39,106.55,27713,0,1
2013-08-01,106.65,106.92,106.5,106.5,27213,0,1
2013-08-02,105.66,105.78,105.57,105.69,27620,0,1
2013-08-05,106.35,106.5,106.2,106.36,26670,0,1
2013-08-06,106.25,106.44,106.22,106.26,30152,0,1
2013-08-07,106.23,106.26,105.62,105.7,31474,0,1
2013-08-08,105.86,105.92,105.59,105.85,27595,0,1
2013-08-09,105.82,105.82,105.63,105.75,28661,0,1
2013-08-12,105.84,106.29,105.76,106.2,30489,0,1
2013-08-13,105.94,106.15,105.85,105.85,26663,0,1
2013-08-14,105.16,105.48,104.93,105.03,30131,0,1
2013-08-16,105.02,105.05,104.32,104.92,40734,0,1
2013-08-19,104.63,104.66,104.23,104.44,34578,0,1
2013-08-20,104.3,105.43,104.29,105.36,57090,0,1
2013-08-21,105.36,105.75,105.07,105.1,49192,0,1
2013-08-22,104.4,104.68,104.32,104.59,35883,0,1
2013-08-23,104.66,104.82,104.42,104.75,32120,0,1
2013-08-26,105.16,105.38,105.08,105.13,28639,0,1
2013-08-27,105.44,105.48,105.05,105.25,30273,0,1
2013-08-28,105.78,106.09,105.71,105.71,45397,0,1
2013-08-29,105.64,106.28,105.54,105.88,48069,0,1
2013-08-30,106.17,106.41,106.08,106.4,31492,0,1
2013-09-02,106.35,106.37,105.87,105.9,38235,0,1
2013-09-03,105.75,106.16,105.61,105.85,50270,0,1
2013-09-04,105.6,105.74,105.32,105.59,41824,0,1
2013-09-05,105.28,105.52,104.82,104.97,47992,0,1
2013-09-06,104.4,105.05,104.38,105.05,52187,0,1
2013-09-09,105.45,105.96,105.23,105.96,53141,0,1
2013-09-10,106.02,106.37,105.66,105.66,61441,0,1
2013-09-11,105.52,106.25,105.5,106.25,51752,0,1
2013-09-12,106.53,106.74,106.28,106.42,41266,0,1
2013-09-13,106.28,106.59,105.88,106.18,42713,0,1
2013-09-16,107.05,107.08,106.64,106.88,40728,0,1
2013-09-17,106.59,107.41,106.59,107.21,35354,0,1
2013-09-23,108.07,108.2,107.88,107.91,38872,0,1
2013-09-24,108,108.23,107.84,108.03,37364,0,1
2013-09-25,108.37,108.43,107.97,107.97,37953,0,1
2013-09-26,108.12,108.13,107.46,107.47,48390,0,1
2013-09-27,107.67,107.82,107.39,107.68,43966,0,1
2013-09-30,107.86,108.02,107.69,107.93,38211,0,1
2013-10-01,108.02,108.04,107.38,107.6,47347,0,1
2013-10-02,107.6,108.01,107.45,108.01,32077,0,1
2013-10-04,107.99,108.1,107.9,108,25277,0,1
2013-10-07,107.93,107.96,107.7,107.82,27952,0,1
2013-10-08,107.82,107.92,107.48,107.48,31110,0,1
2013-10-10,107.53,107.54,106.92,106.97,44250,0,1
2013-10-11,107.15,107.15,106.88,107.12,27211,0,1
2013-10-14,107.12,107.15,106.75,106.78,29896,0,1
2013-10-15,106.48,107.11,106.48,106.83,41806,0,1
2013-10-16,106.7,107.07,106.39,107.07,47059,0,1
2013-10-17,107.37,107.56,107.22,107.3,44076,0,1
2013-10-18,107.59,107.88,107.59,107.82,35251,0,1
2013-10-21,107.74,107.8,107.56,107.77,37727,0,1
2013-10-22,107.62,107.91,107.53,107.88,40337,0,1
2013-10-23,108.39,108.83,108.33,108.67,54711,0,1
2013-10-24,108.67,108.9,108.37,108.48,44217,0,1
2013-10-25,108.39,108.65,108.37,108.57,42333,0,1
2013-10-28,108.49,108.51,108.03,108.03,46740,0,1
2013-10-29,108.14,108.42,108.07,108.42,46459,0,1
2013-10-30,108.59,108.74,108.46,108.66,36281,0,1
2013-10-31,108.34,108.39,108.17,108.37,45337,0,1
2013-11-01,108.22,108.23,107.84,107.84,43332,0,1
2013-11-04,107.44,107.65,107.37,107.65,38772,0,1
2013-11-05,107.7,107.81,107.23,107.26,51931,0,1
2013-11-06,106.98,107.44,106.88,107.44,55075,0,1
2013-11-07,107.37,107.48,107.17,107.27,47843,0,1
2013-11-08,107.58,107.65,107.45,107.46,34029,0,1
2013-11-11,106.47,106.77,106.43,106.67,47386,0,1
2013-11-12,106.67,106.69,106.35,106.59,39771,0,1
2013-11-13,106.54,106.94,106.42,106.88,41897,0,1
2013-11-14,107.37,107.39,106.75,106.75,43940,0,1
2013-11-15,106.89,107.08,106.61,106.61,41980,0,1
